nom_ar,nom_en,muhafaza_ar,muhafaza_en,wilaya_ar,wilaya_en,type
مدرسة العمران الخاصة,مدرسة العمران الخاصة,محافظه شمال الشرقيه,Ash Sharqiyah North,ابـراء,Ibra,خاصة / Private
مدرسة بيان المعرفة الخاصة,مدرسة بيان المعرفة الخاصة,محافظه شمال الشرقيه,Ash Sharqiyah North,ابـراء,Ibra,خاصة / Private
مدرسة مرفاء الأذكياء الخاصة,مدرسة مرفاء الأذكياء الخاصة,محافظه شمال الشرقيه,Ash Sharqiyah North,ابـراء,Ibra,خاصة / Private
الصلاح للتعليم الاساسى الصفوف (1-4),AL-Salah for Basic Education,محافظه شمال الشرقيه,Ash Sharqiyah North,القابل,,حكومية / Public
النبا للتعليم الاساسى للبنين الصفوف (5-12),Al-Naba for Basic Education for Boys,محافظه شمال الشرقيه,Ash Sharqiyah North,القابل,,حكومية / Public
القابل للتعليم الاساسى الصفوف (1-4),Al-Qabil for Basic Education,محافظه شمال الشرقيه,Ash Sharqiyah North,القابل,,حكومية / Public
مزون للتعليم الاساسى للبنات الصفوف (5-12),Mzoon for Basic Education for Girls,محافظه شمال الشرقيه,Ash Sharqiyah North,القابل,,حكومية / Public
الشيخ صالح بن على الحارثى للتعليم الاساسى للبنين الصفوف (10-12),SHEIKH SALEH BIN ALI ALHARTHI GRADES 10-12,محافظه شمال الشرقيه,Ash Sharqiyah North,القابل,,حكومية / Public
المعترض للتعليم الأساسي للبنات الصفوف (5-12),almutared,محافظه شمال الشرقيه,Ash Sharqiyah North,القابل,,حكومية / Public
مشاعل النور للتعليم الأساسي الصفوف (1-2) صباحي,mashail,محافظه شمال الشرقيه,Ash Sharqiyah North,القابل,,حكومية / Public
مناهل الحكمة للتعليم الأساسي الصفوف (3-4) مسائي,mashail,محافظه شمال الشرقيه,Ash Sharqiyah North,القابل,,حكومية / Public
صلاح الدين للتعليم الاساسى للبنين الصفوف (5-9),salah 5-9,محافظه شمال الشرقيه,Ash Sharqiyah North,القابل,,حكومية / Public
الافلاج للتعليم الاساسى الصفوف (1-12),AL-Aflaj for General Education for Girls,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
الازهر بن على للتعليم الاساسى للبنين الصفوف (5-12),AL-Azhar bin Ali for Basic Education for Boys,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
العلياء للتعليم الاساسي الصفوف (1-9),AL-Elya,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
الامام سالم بن راشد للتعليم الاساسى للبنين الصفوف (5-12),AL-Imam SalimbinRashidforBasic Education for Boys,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
الانشراح للتعليم الاساسى الصفوف (1-4),AL-Inshrah for Basic Education,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
الجرداء للتعليم الاساسى الصفوف (1-10),AL-Jarda for Basic Education,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
الخضراء للتعليم الأساسي الصفوف (1-8),AL-Khadhraa,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
الخيرات للتعليم الاساسى للبنين الصفوف (5-9),AL-Khairat for Basic Education for Boys,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
الخشبه للتعليم الاساسى الصفوف (1-12),AL-Khashaba for Basic Education,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
المضيبى للتعليم الاساسى الصفوف (1-4),AL-Mudhaibi for Basic Education,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
المهنا بن جيفر للتعليم الاساسى للبنين الصفوف (10-12),AL-Muhanna bin jaifer for Basic Education for Boys,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
الروضه للتعليم الاساسى الصفوف (1-9),AL-Rodha for Basic Education,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
الشارق للتعليم الاساسى الصفوف (1-4),AL-Shariq for Basic Education,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
الزهراء السقطريه للتعليم الاساسى للبنات الصفوف (10-12),AL-Zahraa AL-Suqtariya for Basic Education for Gir,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
عبدالله بن ابى بكر للتعليم الاساسى للبنين الصفوف (5-10),Abdullahbinabi Bakr for General Education for Boys,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
الفتح للتعليم الاساسى الصفوف (1-4),Al-Fatah for Education,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
بعد للتعليم الاساسى للبنات الصفوف (5-12),Baad for Basic Education,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
مدرسة بوابة الموهبة الخاصة,Bawabat Al Mawhiba Private School,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,Al Mudhaibi,خاصة / Private
عياض بن زهير للتعليم الاساسى للبنين الصفوف (5-12),Eyad bin Zuhair for Basic Education for Boys,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
لزق للتعليم الاساسى الصفوف (1-9),Lizq for General Education,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
اوس بن الصامت للتعليم الاساسى للبنين الصفوف (5-12),Ous bin Al-Samit for General Education for Boys,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
الشيخ سعيد بن خلفان الخليلى للتعليم الاساسى للبنين الصفوف (5-12),Sheikh Said bin Khalfan AL-Khalili for Basic Educa,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
المناره للتعليم الاساسى للبنات الصفوف (5-9),al m,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
الحواري بن محمد الأزدي للتعليم الأساسي للبنين الصفوف (5-9),al-hawari bin mohammed alazdi for basic educatin,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
المخترع للتعليم الأساسي الصفوف (1-9),al-mukhtora,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
المعالى للتعليم الاساسى الصفوف (1-4),almaaali,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
الزاهرة للتعليم الأساسي الصفوف (1-8),alzahrh,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
عزان بن تميم للبنين الصفوف (10-12),azan bin tamim for boy,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
لميس بنت عمرو الانصارية للتعليم الاساسي للبنات الصفوف (9-12),lamees,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
سمد للتعليم الاساسى للبنات الصفوف (5-9),samad 5-9,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
الشموس بنت النعمان الانصاريه للتعليم الاساسى للبنات الصفوف (10-12),sameed,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
شبيب بن عطية للتعليم الأساسي للبنين الصفوف (5-10),shabeeb bin Atiya,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,,حكومية / Public
مدرسة المضيبي الخاصة,مدرسة المضيبي الخاصة,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,Al Mudhaibi,خاصة / Private
مدرسة سما مسقط الخاصة,مدرسة سما مسقط الخاصة,محافظه شمال الشرقيه,Ash Sharqiyah North,المضيبي,Al Mudhaibi,خاصة / Private
الجلندى للتعليم الاساسى للبنين الصفوف (9-12),AL-julanda,محافظه شمال الشرقيه,Ash Sharqiyah North,بـديـة,,حكومية / Public
الشيخ حمد بن عبدالله السالمى للتعليم الاساسى للبنين الصفوف (5-12),Al-sheikh Hamad bin Abdullah AL-salmi for General,محافظه شمال الشرقيه,Ash Sharqiyah North,بـديـة,,حكومية / Public
الواصل للتعليم الاساسي الصفوف (1-10),Al-wasil,محافظه شمال الشرقيه,Ash Sharqiyah North,بـديـة,,حكومية / Public
Noorbidya private school,Noorbidya private school,محافظه شمال الشرقيه,Ash Sharqiyah North,بـديـة,Bidiya,خاصة / Private
الظاهر للتعليم الاساسى للبنات الصفوف (5-12),al dahir,محافظه شمال الشرقيه,Ash Sharqiyah North,بـديـة,,حكومية / Public
الهمم للتعليم الاساسى الصفوف (1-4),al hemam,محافظه شمال الشرقيه,Ash Sharqiyah North,بـديـة,,حكومية / Public
العطاء للتعليم الأساسي الصفوف (1-3),alataa for basic education,محافظه شمال الشرقيه,Ash Sharqiyah North,بـديـة,,حكومية / Public
الحوية للتعليم الأساسي الصفوف (1-5),alhoya,محافظه شمال الشرقيه,Ash Sharqiyah North,بـديـة,,حكومية / Public
النوابغ للتعليم الأساسي للبنات الصفوف (5-9),an,محافظه شمال الشرقيه,Ash Sharqiyah North,بـديـة,,حكومية / Public
بدية للتعليم الأساسي الصفوف (1-3) صباحي,bidiya for basic education,محافظه شمال الشرقيه,Ash Sharqiyah North,بـديـة,,حكومية / Public
حنظله بن ابى عامر للتعليم الاساسى للبنين الصفوف (5-8),handhala,محافظه شمال الشرقيه,Ash Sharqiyah North,بـديـة,,حكومية / Public
كعب بن عمرو للتعليم الأساسي للبنين الصفوف (5-10),kaab bin amr,محافظه شمال الشرقيه,Ash Sharqiyah North,بـديـة,,حكومية / Public
روافد الفكر للتعليم الأساسي الصفوف (4) مسائي,rawafd alfikr 4 eve,محافظه شمال الشرقيه,Ash Sharqiyah North,بـديـة,,حكومية / Public
رقيه للتعليم الاساسى للبنات الصفوف (10-12),ruqaya,محافظه شمال الشرقيه,Ash Sharqiyah North,بـديـة,,حكومية / Public
مدرسة اجيال بديه الخاصة للتعليم المبكر,مدرسة اجيال بديه الخاصة للتعليم المبكر,محافظه شمال الشرقيه,Ash Sharqiyah North,بـديـة,Bidiya,خاصة / Private
الحاجر للتعليم الاساسى الصفوف (1-10),AL-Hajir for Basic Education,محافظه شمال الشرقيه,Ash Sharqiyah North,دماء والطائيين,,حكومية / Public
الرؤيا للتعليم الاساسى الصفوف (1-4),AL-Roya Ba for Basic Education,محافظه شمال الشرقيه,Ash Sharqiyah North,دماء والطائيين,,حكومية / Public
الغبره للتعليم الاساسى الصفوف (1-12),AL-ghubra for Baisc Education for Girls,محافظه شمال الشرقيه,Ash Sharqiyah North,دماء والطائيين,,حكومية / Public
السبل للتعليم الأساسي الصفوف (1-9),AL-sibil,محافظه شمال الشرقيه,Ash Sharqiyah North,دماء والطائيين,,حكومية / Public
عبدالله بن الارقم للتعليم الاساسى للبنين الصفوف (5-12),Abdullah bin AL-Arqam for Basic Education for Boys,محافظه شمال الشرقيه,Ash Sharqiyah North,دماء والطائيين,,حكومية / Public
ابوالعاص بن الربيع للتعليم الاساسى للبنين الصفوف (5-12),Abu AL-Aas bin AL-Rabie for General Education,محافظه شمال الشرقيه,Ash Sharqiyah North,دماء والطائيين,,حكومية / Public
الفضائل للتعليم الاساسى الصفوف (1-4),Al-Fadhael for Basic Education,محافظه شمال الشرقيه,Ash Sharqiyah North,دماء والطائيين,,حكومية / Public
